CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1284,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0101,"unex guatemala, s.a.",Unknown,oriente,Conquista/Morito,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-01-05,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,6.42,74.75,0.11,0,0.0,Unknown,10,2013-01-04,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
1285,Arabica,nestor mendez gomez,Mexico,sierra madre,Unknown,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1700,chiapas,CESMACH (VARIOS),275,1.0,AMECAFE,2013-01-01,2013-03-29,NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,74.67,0.12,0,0.0,Green,7,2014-03-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1700.0,1700.0,1700.0
1286,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KPBP 022414,kona pacific farmers cooperative,Unknown,kona,Unknown,3,45.3592,Specialty Coffee Association,2014-01-01,2014-03-13,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,7.33,74.42,0.0,1,0.0,Blue-Green,2,2015-03-13,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1287,Arabica,juan luis alvarado romero,Guatemala,la castellana,Unknown,beneficio ixchel,11/23/0796,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-06-06,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,74.33,0.11,1,0.0,Green,1,2014-06-06,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1288,Arabica,jorge octavio escamilla prado,Mexico,las ceibas,Unknown,catuai amarillo sss,1104355254,Unknown,1140,"chocaman, veracruz",JORGE OCTAVIO ESCAMILLA PRADO,20,1.0,AMECAFE,2012-01-01,2012-09-10,JORGE OCTAVIO ESCAMILLA PRADO,Typica,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,74.33,0.14,3,0.0,Green,11,2013-09-10,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1140.0,1140.0,1140.0
1289,Arabica,myrna roxana galvez gonzalez,Mexico,la marina-el orizabeño,Unknown,beneficio de café tecoxolco s. de r.l. de c.v.,1104820070,Unknown,1200,xalapa,MYRNA ROXANA GÁLVEZ GONZÁLEZ,100,1.0,AMECAFE,2012-01-01,2012-09-17,MYRNA ROXANA GALVEZ GONZALEZ,Typica,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,74.0,0.13,0,0.0,None,27,2013-09-17,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
1290,Arabica,eugene holman pew,Mexico,rancho vigia,Unknown,rancho vigia,0,Unknown,1250,coatepec,EUGENE HOLMAN PEW,20,1.0,AMECAFE,2012-01-01,2012-08-01,EUGENE HOLMAN PEW,Typica,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,73.83,0.12,0,0.0,Green,19,2013-08-01,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
1291,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,220456,kona pacific farmers cooperative,Unknown,kona,Unknown,22,45.3592,Specialty Coffee Association,2012-01-01,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0.0,9,0.0,Unknown,17,2013-04-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1292,Arabica,bourbon specialty coffees,Brazil,Unknown,43102245/P4615,dinamo armazens gerais ltda,002/4542/0189,bourbon specialty coffees,Unknown,campos altos - cerrado,Unknown,300,60.0,Brazil Specialty Coffee Association,2016-01-01,2015-12-28,BOURBON SPECIALTY COFFEES,Unknown,Unknown,7.25,6.58,6.58,7.0,7.0,6.42,8.0,8.0,10.0,6.67,73.5,0.11,0,1.0,Green,0,2016-12-27,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
1293,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,Unknown,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2.0,Instituto Hondureño del Café,2014-01-01,2014-04-26,CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,73.42,0.11,1,0.0,Green,16,2015-04-26,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0
1294,Arabica,kurt kappeli,Mexico,various,Unknown,u.c.i.r.i.,0016-2722-0001,upctiz zapoteca s.p.r. de r.l.,1200 meters,sierra alta mixe y zapoteca,various small producers,280,69.0,Specialty Coffee Association,2014-01-01,2014-05-08,Kurt Kappeli,Typica,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,6.92,72.92,0.0,1,0.0,Unknown,1,2015-05-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
1295,Arabica,honor dela fuente,Colombia,Unknown,Unknown,Unknown,3,costco wholesale industries,Unknown,Unknown,Unknown,1,2.26796,Specialty Coffee Association,2013-01-01,2014-03-03,Honor dela Fuente,Unknown,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0.0,0,0.0,Bluish-Green,15,2015-03-03,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
1296,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KP 022014,kona pacific farmers cooperative,Unknown,kona,Unknown,11,45.3592,Specialty Coffee Association,2014-01-01,2014-03-10,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,5,0.0,Green,9,2015-03-10,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1297,Arabica,myriam kaplan-pasternak,Haiti,2000 farmers,Unknown,cooperative agro-industrielle de marmela,Unknown,Unknown,640m-1400m,marmelade,Asosyasyon Plantè Kafe Krètapen (APCAP) ;Asosyasyon plantè Kafe Basen (APKBA);Asosyasyon Plantè Kafe,85,58.96696,Specialty Coffee Association,2010-01-01,2011-08-23,Myriam Kaplan-Pasternak,Unknown,Unknown,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,72.33,0.08,1,0.0,Unknown,0,2012-08-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,640.0,1400.0,1020.0
1298,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,Unknown,several,5-545-0015,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1.0,Specialty Coffee Association of Costa Rica,2014-01-01,2015-02-03,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,0.11,0,0.0,Green,7,2016-02-03,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1200.0,1200.0
1299,Arabica,jose armando norberto borzani lemini,Mexico,la vuelta,Unknown,"mazatepec, tlatlauquitepec, puebla",11111,cafe colonial de tlatlauquitepec,800,tlatlauquitepec,JOSÉ ARMANDO NORBERTO BORZANI LEMINI,10,1.0,AMECAFE,2012-01-01,2012-09-10,JOSE ARMANDO NORBERTO BORZANI LEMINI,Mundo Novo,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,71.08,0.12,4,0.0,Green,24,2013-09-10,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,800.0,800.0,800.0
1300,Arabica,ricardo aaron sampieri marini,Mexico,la morena,Unknown,"tlamatoca, hutusco, ver.",1104351023,Unknown,1800,veracruz,RICARDO AARON SAMPIERI MARINI,25,1.0,AMECAFE,2012-01-01,2012-07-11,RICARDO AARON SAMPIERI MARINI,Bourbon,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,71.0,0.11,0,0.0,Green,0,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1800.0,1800.0,1800.0
1301,Arabica,kurt kappeli,Mexico,various,Unknown,f.i.e.c.h.,0016-2847-0001,globus coffee,1000 meters,"sierra norte yajalon, chiapas",various small producers,280,2.0,Specialty Coffee Association,2014-01-01,2014-05-05,Kurt Kappeli,Typica,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,6.75,70.75,0.12,0,0.0,Green,1,2015-05-05,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0
1302,Arabica,volcafe ltda. - brasil,Brazil,Unknown,2017/2018 - Lot 2,copag,Unknown,volcafe ltda.,Unknown,cerrado,Unknown,305,59.0,Brazil Specialty Coffee Association,,2017-10-27,Volcafe Ltda. - Brasil,Unknown,Natural / Dry,7.0,7.0,6.83,7.0,7.33,6.83,6.0,6.0,10.0,6.67,70.67,0.11,0,1.0,Green,55,2018-10-27,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
1303,Arabica,cadexsa,Honduras,cerro bueno,Unknown,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2014-01-01,2014-05-15,CADEXSA,Catuai,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,69.33,0.1,0,0.0,Green,4,2015-05-15,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0
1304,Arabica,cadexsa,Honduras,cerro bueno,Unknown,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2014-01-01,2014-05-15,CADEXSA,Catuai,Washed / Wet,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,69.17,0.1,0,0.0,Green,3,2015-05-15,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0
1305,Arabica,cadexsa,Honduras,cerro bueno,Unknown,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2014-01-01,2014-05-15,CADEXSA,Catuai,Washed / Wet,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,69.17,0.1,0,0.0,Green,4,2015-05-15,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0
1306,Arabica,juan carlos garcia lopez,Mexico,el centenario,Unknown,"la esperanza, municipio juchique de ferrer, veracruz",1104328663,terra mia,900,juchique de ferrer,JUAN CARLOS GARCÍA LOPEZ,12,1.0,AMECAFE,2012-01-01,2012-09-17,JUAN CARLOS GARCIA LOPEZ,Bourbon,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,6.75,68.33,0.11,0,0.0,None,20,2013-09-17,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,900.0,900.0,900.0
1307,Arabica,myriam kaplan-pasternak,Haiti,200 farms,Unknown,coeb koperativ ekselsyo basen (350 members),Unknown,haiti coffee,~350m,"department d'artibonite , haiti",COEB Koperativ Ekselsyo Basen,1,2.0,Specialty Coffee Association,2012-01-01,2012-05-24,Myriam Kaplan-Pasternak,Typica,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,6.42,67.92,0.14,8,0.0,Blue-Green,16,2013-05-24,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350.0,350.0,350.0
1308,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,017-053-0211/ 017-053-0212,beneficio atlantic condega,017-053-0211/ 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,550,69.0,Instituto Hondureño del Café,2016-01-01,2017-06-06,"Exportadora Atlantic, S.A.",Caturra,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,6.17,63.08,0.13,1,0.0,Green,5,2018-06-06,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1100.0,1100.0,1100.0
1309,Arabica,juan luis alvarado romero,Guatemala,finca el limon,Unknown,beneficio serben,11/853/165,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1.0,Asociacion Nacional Del Café,2012-01-01,2012-05-24,Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,6.67,59.83,0.1,0,0.0,Green,4,2013-05-24,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1417.32,1417.32,1417.32
1310,Arabica,bismarck castro,Honduras,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69.0,Instituto Hondureño del Café,2017-01-01,2017-04-28,Bismarck Castro,Caturra,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,0.0,Green,2,2018-04-28,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0
1311,Robusta,ankole coffee producers coop,Uganda,kyangundu cooperative society,Unknown,ankole coffee producers,0,ankole coffee producers coop,1488,sheema south western,Ankole coffee producers coop,300,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-26,Ankole coffee producers coop,Unknown,Unknown,7.83,8.08,7.75,7.92,8.25,7.92,10.0,10.0,8.0,8.0,83.75,0.12,0,0.0,Green,2,2015-06-26,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1488.0,1488.0,1488.0
1312,Robusta,nishant gurjer,India,sethuraman estate kaapi royale,25,sethuraman estate,14/1148/2017/21,kaapi royale,3170,chikmagalur karnataka indua,Nishant Gurjer Kaapi Royale,320,60.0,Specialty Coffee Association,2017-01-01,2017-10-31,Nishant Gurjer,Unknown,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,8.0,8.0,83.5,0.0,0,0.0,Unknown,2,2018-10-31,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,3170.0,3170.0,3170.0
1313,Robusta,andrew hetzel,India,sethuraman estate,Unknown,Unknown,0000,sethuraman estate,1000m,chikmagalur,Nishant Gurjer,300,2.0,Specialty Coffee Association,2015-01-01,2015-04-30,Andrew Hetzel,Unknown,Unknown,7.92,7.83,7.92,8.0,7.83,7.92,10.0,10.0,7.83,8.0,83.25,0.0,0,0.0,Green,0,2016-04-29,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,1000.0,1000.0,1000.0
1314,Robusta,ugacof,Uganda,ugacof project area,Unknown,ugacof,0,ugacof ltd,1212,central,UGACOF,320,60.0,Uganda Coffee Development Authority,2013-01-01,2014-07-14,UGACOF,Unknown,Unknown,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,8.08,83.0,0.12,0,0.0,Green,7,2015-07-14,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1212.0,1212.0,1212.0
1315,Robusta,katuka development trust ltd,Uganda,katikamu capca farmers association,Unknown,katuka development trust,0,katuka development trust ltd,1200-1300,luwero central region,Katuka Development Trust Ltd,1,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-26,Katuka Development Trust Ltd,Unknown,Unknown,8.33,7.83,7.83,7.75,8.25,7.75,10.0,10.0,7.58,7.67,83.0,0.12,0,0.0,Green,3,2015-06-26,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1200.0,1300.0,1250.0
1316,Robusta,andrew hetzel,India,Unknown,Unknown,(self),Unknown,"cafemakers, llc",3000',chikmagalur,Sethuraman Estates,200,1.0,Specialty Coffee Association,2012-01-01,2012-02-29,Andrew Hetzel,Unknown,Unknown,8.0,7.92,7.67,8.0,7.75,7.92,10.0,10.0,7.75,7.75,82.75,0.0,0,0.0,Green,0,2013-02-28,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,3000.0,3000.0,3000.0
1317,Robusta,andrew hetzel,India,sethuraman estates,Unknown,Unknown,Unknown,cafemakers,750m,chikmagalur,Nishant Gurjer,320,2.0,Specialty Coffee Association,2014-01-01,2014-05-15,Andrew Hetzel,Unknown,Unknown,7.67,7.75,7.83,7.83,7.92,7.75,10.0,10.0,8.0,7.83,82.58,0.0,0,0.0,Green,0,2015-05-15,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,750.0,750.0,750.0
1318,Robusta,nishant gurjer,India,sethuraman estate kaapi royale,7,sethuraman estate,14/1148/2017/18,kaapi royale,3140,chikmagalur karnataka india,Nishant Gurjer Kaapi Royale,320,60.0,Specialty Coffee Association,2017-01-01,2017-10-25,Nishant Gurjer,Unknown,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,10.0,10.0,7.92,7.92,82.5,0.1,0,0.0,Bluish-Green,0,2018-10-25,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,3140.0,3140.0,3140.0
1319,Robusta,nishant gurjer,India,sethuraman estate,RKR,sethuraman estate,14/1148/2016/17,kaapi royale,1000,chikmagalur karnataka,Sethuraman Estate Kaapi Royale,320,60.0,Specialty Coffee Association,2015-01-01,2016-08-17,Nishant Gurjer,Other,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,10.0,10.0,7.92,7.92,82.5,0.09,0,0.0,Green,0,2017-08-17,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,1000.0,1000.0,1000.0
1320,Robusta,ugacof,Uganda,ishaka,Unknown,nsubuga umar,0,ugacof ltd,900-1300,western,Nsubuga Umar,320,60.0,Uganda Coffee Development Authority,2014-01-01,2014-08-05,UGACOF,Unknown,Unknown,7.67,7.83,7.83,7.83,7.92,7.75,10.0,10.0,7.75,7.83,82.42,0.12,0,0.0,Green,6,2015-08-05,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,900.0,1300.0,1100.0
1321,Robusta,ugacof,Uganda,ugacof project area,Unknown,ugacof,0,ugacof ltd,1095,iganga namadrope eastern,UGACOF project area,320,60.0,Uganda Coffee Development Authority,2014-01-01,2014-06-26,UGACOF,Unknown,Unknown,7.58,7.92,7.75,7.83,7.5,7.67,10.0,10.0,7.67,7.83,81.75,0.12,0,0.0,Green,1,2015-06-26,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1095.0,1095.0,1095.0
1322,Robusta,nishant gurjer,India,sethuraman estate kaapi royale,RC AB,sethuraman estate,14/1148/2016/12,kaapi royale,1000,chikmagalur karnataka,Sethuraman Estate Kaapi Royale,320,60.0,Specialty Coffee Association,2015-01-01,2016-08-23,Nishant Gurjer,Other,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10.0,10.0,7.75,7.75,81.58,0.11,0,0.0,Green,0,2017-08-23,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,1000.0,1000.0,1000.0
1323,Robusta,andrew hetzel,India,sethuraman estates,Unknown,Unknown,Unknown,cafemakers,750m,chikmagalur,Nishant Gurjer,100,2.0,Specialty Coffee Association,2014-01-01,2014-05-19,Andrew Hetzel,Unknown,Unknown,7.58,7.58,7.67,7.58,7.67,7.67,10.0,10.0,7.5,8.33,81.58,0.0,0,0.0,Green,1,2015-05-19,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,750.0,750.0,750.0
1324,Robusta,kasozi coffee farmers association,Uganda,kasozi coffee farmers,Unknown,Unknown,0,kasozi coffee farmers association,1367,eastern,Kasozi coffee farmers Association,1,60.0,Uganda Coffee Development Authority,2013-01-01,2014-07-14,Kasozi Coffee Farmers Association,Unknown,Unknown,8.0,7.75,7.75,7.58,7.67,7.5,10.0,10.0,7.58,7.67,81.5,0.11,0,0.0,Green,7,2015-07-14,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1367.0,1367.0,1367.0
1325,Robusta,ankole coffee producers coop,Uganda,kyangundu coop society,Unknown,ankole coffee producers coop union ltd,0,ankole coffee producers coop,1488,south western,Ankole coffee producers coop union Ltd,320,60.0,Uganda Coffee Development Authority,2014-01-01,2014-07-14,Ankole coffee producers coop,Unknown,Unknown,8.0,7.67,7.75,7.5,7.67,7.58,10.0,10.0,7.58,7.75,81.5,0.12,0,0.0,Green,2,2015-07-14,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1488.0,1488.0,1488.0
1326,Robusta,andrew hetzel,India,sethuraman estate,Unknown,Unknown,0000,sethuraman estate,1000m,chikmagalur,Nishant Gurger,300,1.0,Specialty Coffee Association,2015-01-01,2015-04-30,Andrew Hetzel,Unknown,Unknown,7.75,7.75,7.67,7.67,7.58,7.58,10.0,10.0,7.58,7.83,81.42,0.0,0,0.0,Green,0,2016-04-29,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,1000.0,1000.0,1000.0
1327,Robusta,andrew hetzel,India,sethuraman estates,Unknown,sethuraman estates,Unknown,"cafemakers, llc",750m,chikmagalur,Nishant Gurjer,140,2.0,Specialty Coffee Association,2013-01-01,2013-06-03,Andrew Hetzel,Unknown,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,10.0,10.0,7.83,7.83,81.25,0.13,0,0.0,Blue-Green,0,2014-06-03,Specialty Coffee Association,ff7c18ad303d4b603ac3f8cff7e611ffc735e720,352d0cf7f3e9be14dad7df644ad65efc27605ae2,m,750.0,750.0,750.0
1328,Robusta,kawacom uganda ltd,Uganda,bushenyi,Unknown,kawacom,0,kawacom uganda ltd,1600,western,Kawacom uganda ltd,1,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-27,Kawacom Uganda LTD,Unknown,Unknown,7.33,7.58,7.5,7.75,7.75,7.67,10.0,10.0,7.75,7.58,80.92,0.12,0,0.0,Green,1,2015-06-27,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1600.0,1600.0,1600.0
1329,Robusta,nitubaasa ltd,Uganda,kigezi coffee farmers association,Unknown,nitubaasa,0,nitubaasa ltd,1745,western,Kigezi Coffee Farmers Association,20,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-27,Nitubaasa Ltd,Unknown,Unknown,7.83,7.58,7.33,7.67,7.5,7.5,10.0,10.0,7.75,7.42,80.58,0.12,0,0.0,Green,2,2015-06-27,Uganda Coffee Development Authority,e36d0270932c3b657e96b7b0278dfd85dc0fe743,03077a1c6bac60e6f514691634a7f6eb5c85aae8,m,1745.0,1745.0,1745.0
